Idade,Atrito,Viagem_negócios,Departamento,Distância_casa,Educação,Campo_educação,ID_funcionário,Stisfação_ambiente,Genero,Envolvimento_trabalho,Nível_trabalho,Função,Satisfação_trabalho,Status_civil,Salário,Qtd_empresas_trabalhadas,Hora_extra,Porcentacem_aumento_salário,Desempenho,Satisfação_relação,Qtd_opções_ações,Anos_trabalhando,Qtd_treinamentos,Equilibro_trabalho_pessoal,Anos_companhia,Anos_mesmo_cargo,Anos_pós_promoção,Anos_mesmo_gestor
27,Não,Raramente,Pesquisa & Desenvolvimento,16,4,Curso técnico,1001,3,F,3,1,Técnico de laboratório,2,Casado,2811,9,Não,14,3,2,1,4,2,3,2,2,2,2
45,Não,Não,Pesquisa & Desenvolvimento,23,2,Ciências da vida,1002,4,M,3,2,Técnico de laboratório,1,Casado,3633,1,Sim,15,3,3,1,9,2,3,9,8,0,8
47,Não,Raramente,Vendas,4,2,Ciências da vida,1003,4,F,3,2,Executivo de vendas,4,Solteiro,4163,1,Sim,17,3,3,0,9,0,3,9,0,0,7
30,Sim,Raramente,Pesquisa & Desenvolvimento,22,3,Ciências da vida,1004,1,F,3,1,Pesquisador,3,Casado,2132,4,Sim,11,3,2,0,7,2,3,5,2,0,1
50,Não,Raramente,Pesquisa & Desenvolvimento,24,3,Ciências da vida,1005,4,M,3,4,Diretor de manufatura,3,Casado,13973,3,Sim,18,3,4,1,22,2,3,12,11,1,5
38,Não,Frequentemente,Pesquisa & Desenvolvimento,10,1,Medicina,1006,3,M,3,1,Pesquisador,3,Casado,2684,0,Não,17,3,2,1,3,0,2,2,1,0,2
46,Não,Raramente,Pesquisa & Desenvolvimento,7,2,Medicina,1007,4,M,3,3,Diretor de manufatura,3,Divorciado,10845,6,Não,13,3,2,1,13,3,3,8,7,0,7
24,Não,Raramente,Pesquisa & Desenvolvimento,17,1,Medicina,1009,4,F,2,2,Diretor de manufatura,3,Divorciado,4377,1,Não,15,3,2,2,5,6,3,4,2,3,2
35,Sim,Raramente,Pesquisa & Desenvolvimento,14,4,Outro,1010,3,M,2,1,Técnico de laboratório,2,Divorciado,3743,1,Sim,24,4,4,1,5,2,1,4,2,0,2
31,Não,Frequentemente,Pesquisa & Desenvolvimento,1,1,Ciências da vida,1011,3,F,3,2,Diretor de manufatura,1,Casado,4148,1,Não,12,3,3,1,4,1,3,4,3,0,3
18,Não,Não,Pesquisa & Desenvolvimento,5,2,Ciências da vida,1012,2,M,3,1,Pesquisador,4,Solteiro,1051,1,Não,15,3,4,0,0,2,3,0,0,0,0
54,Não,Raramente,Pesquisa & Desenvolvimento,17,3,Curso técnico,1013,3,F,3,3,Diretor de manufatura,3,Casado,10739,8,Não,11,3,3,1,22,2,3,10,7,0,8
35,Não,Raramente,Pesquisa & Desenvolvimento,25,4,Medicina,1014,3,F,3,3,Representante de saúde,3,Divorciado,10388,1,Sim,11,3,3,1,16,3,2,16,10,10,1
30,Não,Raramente,Pesquisa & Desenvolvimento,8,2,Ciências da vida,1015,2,F,4,3,Diretor de pesquisa,1,Casado,11416,0,Sim,12,3,3,3,9,4,2,8,7,1,7
20,Sim,Raramente,Pesquisa & Desenvolvimento,11,3,Medicina,1016,4,F,2,1,Pesquisador,1,Solteiro,2600,1,Sim,15,3,1,0,1,2,3,1,0,0,0
30,Sim,Frequentemente,Pesquisa & Desenvolvimento,5,3,Medicina,1017,2,F,3,1,Técnico de laboratório,2,Solteiro,2422,0,Não,17,3,1,0,4,3,3,3,2,1,2
26,Não,Raramente,Pesquisa & Desenvolvimento,2,2,Medicina,1018,4,M,4,2,Diretor de manufatura,4,Casado,5472,1,Não,12,3,2,0,8,2,3,8,7,1,3
22,Não,Raramente,Pesquisa & Desenvolvimento,8,1,Ciências da vida,1019,2,M,1,1,Técnico de laboratório,1,Casado,2451,1,Não,15,3,1,1,4,3,2,4,3,1,1
48,Não,Raramente,Pesquisa & Desenvolvimento,6,3,Ciências da vida,1022,1,M,2,2,Representante de saúde,3,Solteiro,4240,2,Não,13,3,4,0,19,0,3,2,2,2,2
48,Não,Raramente,Pesquisa & Desenvolvimento,4,4,Ciências da vida,1024,3,M,2,3,Representante de saúde,3,Solteiro,10999,7,Não,14,3,2,0,27,3,3,15,11,4,8
41,Não,Raramente,Pesquisa & Desenvolvimento,7,2,Medicina,1025,4,F,3,2,Diretor de manufatura,3,Solteiro,5003,6,Não,14,3,2,0,8,6,3,2,2,2,1
39,Não,Raramente,Pesquisa & Desenvolvimento,1,1,Ciências da vida,1026,4,F,2,4,Diretor de manufatura,4,Casado,12742,1,Não,16,3,3,1,21,3,3,21,6,11,8
27,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,1027,1,F,3,2,Diretor de manufatura,4,Casado,4227,0,Não,18,3,2,1,4,2,3,3,2,2,2
35,Não,Raramente,Pesquisa & Desenvolvimento,10,3,Outro,1028,2,M,3,1,Técnico de laboratório,4,Divorciado,3917,1,Não,20,4,1,1,3,4,2,3,2,1,2
42,Não,Raramente,Vendas,5,2,Marketing,1029,4,M,3,5,Gerente,3,Casado,18303,6,Não,13,3,2,0,21,3,4,1,0,0,0
50,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Ciências da vida,1030,1,M,3,1,Técnico de laboratório,4,Casado,2380,4,Não,18,3,2,0,8,5,3,1,0,0,0
59,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,1032,3,F,2,4,Diretor de manufatura,4,Solteiro,13726,3,Sim,13,3,1,0,30,4,3,5,3,4,3
37,Sim,Raramente,Pesquisa & Desenvolvimento,11,2,Medicina,1033,1,F,1,2,Representante de saúde,2,Casado,4777,5,Não,15,3,1,0,15,2,1,1,0,0,0
55,Não,Frequentemente,Pesquisa & Desenvolvimento,18,4,Medicina,1034,3,M,3,2,Representante de saúde,2,Casado,6385,3,Sim,14,3,4,2,17,3,3,8,7,6,7
41,Não,Não,Pesquisa & Desenvolvimento,7,1,Ciências da vida,1035,2,F,1,5,Diretor de pesquisa,3,Divorciado,19973,1,Não,22,4,2,2,21,3,3,21,16,5,10
38,Não,Raramente,Vendas,3,4,Ciências da vida,1036,2,M,3,2,Executivo de vendas,4,Solteiro,6861,8,Sim,12,3,3,0,19,1,3,1,0,0,0
26,Sim,Não,Vendas,29,2,Medicina,1037,2,M,1,2,Executivo de vendas,1,Solteiro,4969,8,Não,18,3,4,0,7,6,3,2,2,2,2
52,Sim,Raramente,Vendas,2,1,Marketing,1038,1,F,1,5,Gerente,4,Casado,19845,1,Não,15,3,4,1,33,3,3,32,14,6,9
44,Não,Raramente,Vendas,28,3,Medicina,1039,4,F,4,4,Executivo de vendas,4,Casado,13320,3,Sim,18,3,3,1,23,2,3,12,11,11,11
50,Não,Não,Vendas,1,3,Ciências da vida,1040,4,F,3,2,Executivo de vendas,3,Casado,6347,0,Não,12,3,1,1,19,3,3,18,7,0,13
36,Sim,Raramente,Pesquisa & Desenvolvimento,16,4,Ciências da vida,1042,3,F,4,1,Técnico de laboratório,1,Solteiro,2743,1,Não,16,3,3,0,18,1,3,17,13,15,14
39,Não,Frequentemente,Pesquisa & Desenvolvimento,22,3,Medicina,1043,4,F,3,3,Diretor de manufatura,1,Solteiro,10880,1,Sim,13,3,3,0,21,2,3,21,6,2,8
33,Não,Não,Vendas,8,1,Ciências da vida,1044,2,F,2,1,Representante de vendas,4,Solteiro,2342,0,Não,19,3,4,0,3,2,2,2,2,2,2
45,Não,Raramente,Vendas,11,2,Ciências da vida,1045,4,F,3,4,Gerente,4,Casado,17650,3,Não,13,3,2,1,26,4,4,9,3,1,1
32,Não,Não,Pesquisa & Desenvolvimento,29,4,Medicina,1046,4,F,3,1,Técnico de laboratório,3,Solteiro,4025,9,Não,12,3,2,0,10,2,3,8,7,7,7
34,Não,Raramente,Vendas,1,4,Marketing,1047,2,M,4,2,Executivo de vendas,4,Divorciado,9725,0,Não,11,3,4,1,16,2,2,15,1,0,9
59,Não,Raramente,Vendas,1,2,Curso técnico,1048,2,M,3,3,Gerente,4,Casado,11904,3,Sim,14,3,3,1,14,1,1,6,4,0,4
45,Não,Raramente,Recursos humanos,24,4,Medicina,1049,2,M,3,1,Recursos humanos,2,Solteiro,2177,1,Não,16,3,1,0,6,3,3,6,3,0,4
53,Não,Frequentemente,Vendas,2,3,Marketing,1050,3,F,2,3,Executivo de vendas,2,Casado,7525,2,Não,12,3,1,1,30,2,3,15,7,6,12
36,Sim,Raramente,Pesquisa & Desenvolvimento,15,3,Outro,1052,1,M,3,2,Técnico de laboratório,3,Divorciado,4834,7,Não,14,3,2,1,9,3,2,1,0,0,0
26,Sim,Frequentemente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,1053,1,M,3,1,Pesquisador,1,Casado,2042,6,Sim,14,3,2,1,6,2,3,3,2,1,2
34,Não,Raramente,Vendas,10,4,Ciências da vida,1055,3,F,3,1,Representante de vendas,3,Casado,2220,1,Sim,19,3,4,1,1,2,3,1,1,0,0
28,Não,Raramente,Vendas,10,1,Medicina,1056,4,M,3,1,Representante de vendas,2,Casado,1052,1,Não,22,4,2,0,1,5,3,1,0,0,0
38,Não,Frequentemente,Pesquisa & Desenvolvimento,3,4,Outro,1060,3,M,3,1,Pesquisador,3,Casado,2821,3,Não,16,3,1,1,8,2,3,2,2,2,2
50,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Medicina,1061,2,M,3,5,Diretor de pesquisa,3,Casado,19237,2,Sim,11,3,4,1,29,2,2,8,1,7,7
37,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Outro,1062,4,F,3,2,Representante de saúde,2,Solteiro,4107,3,Não,15,3,1,0,8,3,2,4,3,0,1
40,Não,Raramente,Vendas,26,3,Marketing,1066,3,M,3,2,Executivo de vendas,1,Casado,8396,1,Não,14,3,2,1,8,3,2,7,7,7,5
26,Não,Frequentemente,Pesquisa & Desenvolvimento,1,1,Medicina,1068,1,F,2,1,Pesquisador,3,Divorciado,2007,1,Não,13,3,3,2,5,5,3,5,3,1,3
46,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Medicina,1069,4,M,3,5,Diretor de pesquisa,4,Divorciado,19627,9,Não,17,3,4,2,23,0,3,2,2,2,2
54,Não,Raramente,Vendas,2,4,Ciências da vida,1070,3,F,2,3,Executivo de vendas,3,Casado,10686,6,Não,11,3,2,1,13,4,3,9,4,7,0
56,Não,Frequentemente,Pesquisa & Desenvolvimento,9,3,Medicina,1071,1,F,3,1,Pesquisador,3,Casado,2942,2,Não,19,3,2,1,18,4,3,5,4,0,3
36,Não,Raramente,Pesquisa & Desenvolvimento,12,5,Medicina,1073,4,F,2,3,Diretor de manufatura,4,Solteiro,8858,0,Não,11,3,2,0,15,2,2,14,8,7,8
55,Não,Não,Pesquisa & Desenvolvimento,2,1,Medicina,1074,3,M,2,4,Gerente,1,Solteiro,16756,7,Não,15,3,2,0,31,3,4,9,7,6,2
43,Não,Raramente,Vendas,25,3,Medicina,1076,3,M,2,3,Executivo de vendas,4,Divorciado,10798,5,Não,13,3,3,1,18,5,3,1,0,0,0
20,Sim,Frequentemente,Vendas,9,3,Marketing,1077,4,F,3,1,Representante de vendas,4,Solteiro,2323,1,Sim,14,3,2,0,2,3,3,2,2,0,2
21,Sim,Raramente,Pesquisa & Desenvolvimento,10,3,Ciências da vida,1079,3,F,2,1,Técnico de laboratório,1,Solteiro,1416,1,Não,13,3,1,0,1,6,2,1,0,1,0
46,Não,Raramente,Pesquisa & Desenvolvimento,8,4,Ciências da vida,1080,4,F,2,2,Pesquisador,1,Divorciado,4615,8,Sim,23,4,1,3,19,2,3,16,13,1,7
51,Sim,Raramente,Pesquisa & Desenvolvimento,4,4,Ciências da vida,1081,1,M,3,1,Pesquisador,3,Casado,2461,9,Sim,12,3,3,3,18,2,4,10,0,2,7
28,Sim,Não,Pesquisa & Desenvolvimento,24,2,Curso técnico,1082,2,M,2,3,Representante de saúde,1,Solteiro,8722,1,Não,12,3,1,0,10,2,2,10,7,1,9
26,Não,Raramente,Pesquisa & Desenvolvimento,1,2,Medicina,1083,1,M,2,1,Técnico de laboratório,1,Casado,3955,1,Não,16,3,1,2,6,2,3,5,3,1,3
30,Não,Raramente,Pesquisa & Desenvolvimento,20,3,Outro,1084,3,M,3,2,Diretor de manufatura,1,Casado,9957,0,Não,15,3,3,1,7,1,2,6,2,0,2
41,Não,Raramente,Pesquisa & Desenvolvimento,7,2,Curso técnico,1085,2,F,4,1,Pesquisador,3,Casado,3376,1,Não,13,3,3,0,10,3,3,10,6,0,8
38,Não,Raramente,Pesquisa & Desenvolvimento,17,1,Ciências da vida,1088,3,F,2,3,Representante de saúde,3,Casado,8823,0,Não,18,3,1,1,20,4,2,19,9,1,9
40,Não,Raramente,Pesquisa & Desenvolvimento,20,4,Curso técnico,1092,1,M,3,3,Representante de saúde,4,Casado,10322,4,Não,20,4,4,1,14,6,3,11,10,11,1
27,Não,Não,Pesquisa & Desenvolvimento,8,5,Ciências da vida,1094,1,M,1,1,Técnico de laboratório,3,Casado,4621,1,Não,19,3,4,3,3,4,3,3,2,1,2
55,Não,Frequentemente,Pesquisa & Desenvolvimento,2,1,Ciências da vida,1096,4,M,3,3,Diretor de manufatura,2,Casado,10976,3,Não,18,3,2,1,23,4,3,3,2,1,2
28,Não,Raramente,Pesquisa & Desenvolvimento,10,3,Outro,1097,3,F,3,2,Pesquisador,3,Solteiro,3660,3,Não,13,3,4,0,10,4,4,8,7,1,7
44,Sim,Raramente,Recursos humanos,1,2,Medicina,1098,2,M,2,3,Recursos humanos,1,Casado,10482,9,Não,14,3,4,1,24,1,3,20,6,3,6
33,Não,Raramente,Pesquisa & Desenvolvimento,5,3,Ciências da vida,1099,4,M,2,3,Representante de saúde,4,Divorciado,7119,4,Não,15,3,3,1,9,2,3,3,2,1,2
35,Sim,Raramente,Vendas,4,3,Curso técnico,1100,4,M,3,3,Executivo de vendas,1,Solteiro,9582,0,Sim,22,4,1,0,9,2,3,8,7,4,7
33,Sim,Frequentemente,Pesquisa & Desenvolvimento,29,4,Medicina,1101,1,F,2,2,Pesquisador,3,Solteiro,4508,1,Não,22,4,2,0,14,4,3,13,7,3,8
28,Não,Raramente,Pesquisa & Desenvolvimento,15,2,Ciências da vida,1102,1,M,3,1,Técnico de laboratório,3,Divorciado,2207,1,Não,16,3,4,1,4,5,2,4,2,2,2
34,Não,Frequentemente,Pesquisa & Desenvolvimento,3,1,Ciências da vida,1103,1,M,3,2,Representante de saúde,4,Solteiro,7756,0,Não,17,3,3,0,7,1,2,6,2,0,4
37,Não,Raramente,Vendas,10,4,Ciências da vida,1105,4,F,2,2,Executivo de vendas,4,Divorciado,6694,2,Sim,14,3,3,3,8,5,3,1,0,0,0
25,Sim,Raramente,Pesquisa & Desenvolvimento,4,1,Curso técnico,1106,4,M,3,1,Técnico de laboratório,4,Casado,3691,1,Sim,15,3,2,1,7,3,4,7,7,5,6
26,Sim,Raramente,Pesquisa & Desenvolvimento,21,3,Medicina,1107,1,M,3,1,Técnico de laboratório,3,Divorciado,2377,1,Não,20,4,3,1,1,0,2,1,1,0,0
33,Sim,Raramente,Pesquisa & Desenvolvimento,25,3,Medicina,1108,1,M,2,1,Pesquisador,2,Solteiro,2313,4,Sim,20,4,2,0,5,0,3,2,2,2,2
42,Não,Raramente,Pesquisa & Desenvolvimento,2,2,Medicina,1109,4,M,3,4,Gerente,1,Casado,17665,0,Não,17,3,4,1,23,3,3,22,6,13,7
28,Sim,Frequentemente,Pesquisa & Desenvolvimento,1,3,Medicina,1111,1,M,2,1,Técnico de laboratório,2,Divorciado,2596,1,Não,15,3,1,2,1,2,3,1,0,0,0
50,Sim,Frequentemente,Vendas,1,4,Outro,1113,4,M,3,2,Executivo de vendas,3,Solteiro,4728,3,Sim,14,3,4,0,5,4,3,0,0,0,0
33,Não,Frequentemente,Vendas,7,3,Ciências da vida,1114,4,F,3,2,Executivo de vendas,2,Casado,4302,0,Não,17,3,3,1,4,3,3,3,2,0,2
34,Não,Não,Pesquisa & Desenvolvimento,3,4,Ciências da vida,1115,3,M,2,1,Pesquisador,4,Casado,2979,3,Não,17,3,4,3,6,2,3,0,0,0,0
48,Não,Não,Pesquisa & Desenvolvimento,1,4,Medicina,1116,1,M,4,4,Gerente,4,Solteiro,16885,2,Não,22,4,3,0,27,3,2,5,4,2,1
45,Não,Não,Vendas,9,4,Ciências da vida,1117,2,F,2,2,Executivo de vendas,3,Casado,5593,1,Não,13,3,4,1,15,2,3,15,10,4,12
52,Não,Raramente,Pesquisa & Desenvolvimento,7,4,Ciências da vida,1118,2,M,3,3,Representante de saúde,2,Solteiro,10445,7,Não,19,3,4,0,18,4,3,8,6,4,0
38,Não,Raramente,Vendas,10,4,Marketing,1119,3,M,2,3,Executivo de vendas,3,Divorciado,8740,0,Sim,14,3,2,2,9,2,3,8,7,2,7
29,Não,Raramente,Pesquisa & Desenvolvimento,28,4,Ciências da vida,1120,3,F,3,1,Pesquisador,4,Divorciado,2514,4,Não,22,4,1,1,11,1,3,7,5,1,7
28,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Medicina,1121,4,F,3,3,Diretor de manufatura,2,Divorciado,7655,0,Não,17,3,2,3,10,3,2,9,7,1,7
46,Não,Raramente,Vendas,3,1,Marketing,1124,1,M,3,4,Gerente,3,Casado,17465,3,Não,12,3,4,1,23,3,3,12,9,4,9
38,Não,Raramente,Vendas,2,2,Marketing,1125,4,M,3,3,Executivo de vendas,2,Solteiro,7351,7,Não,16,3,3,0,10,2,3,1,0,0,0
43,Não,Frequentemente,Pesquisa & Desenvolvimento,27,3,Ciências da vida,1126,3,F,3,3,Diretor de manufatura,1,Casado,10820,8,Não,11,3,3,1,18,1,3,8,7,0,1
39,Sim,Frequentemente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,1127,1,M,3,4,Representante de saúde,4,Divorciado,12169,7,Não,11,3,4,3,21,4,3,18,7,11,5
40,Não,Raramente,Pesquisa & Desenvolvimento,14,3,Medicina,1128,3,M,2,5,Diretor de pesquisa,3,Solteiro,19626,1,Não,14,3,1,0,21,2,4,20,7,4,9
21,Não,Raramente,Pesquisa & Desenvolvimento,1,1,Curso técnico,1131,4,F,2,1,Pesquisador,2,Solteiro,2070,1,Sim,11,3,3,0,2,6,4,2,2,2,2
39,Não,Não,Pesquisa & Desenvolvimento,9,3,Ciências da vida,1132,3,M,3,2,Técnico de laboratório,2,Solteiro,6782,9,Não,15,3,3,0,9,2,2,5,4,0,3
36,Não,Não,Pesquisa & Desenvolvimento,18,4,Ciências da vida,1133,1,M,3,2,Diretor de manufatura,4,Solteiro,7779,2,Não,20,4,1,0,18,0,3,11,9,0,9
31,Não,Frequentemente,Vendas,20,3,Ciências da vida,1135,3,M,4,1,Representante de vendas,4,Casado,2791,0,Não,12,3,1,1,3,4,3,2,2,2,2
28,Não,Raramente,Pesquisa & Desenvolvimento,2,1,Ciências da vida,1136,1,M,2,1,Pesquisador,2,Casado,3201,0,Não,17,3,1,0,6,2,1,5,3,0,4
35,Não,Frequentemente,Vendas,11,2,Marketing,1137,4,M,3,2,Executivo de vendas,4,Divorciado,4968,1,Não,11,3,4,1,5,3,3,5,2,0,2
49,Não,Raramente,Vendas,8,4,Curso técnico,1138,4,M,2,4,Executivo de vendas,2,Casado,13120,6,Não,17,3,2,1,22,3,3,9,8,2,3
34,Não,Frequentemente,Pesquisa & Desenvolvimento,2,2,Ciências da vida,1140,4,M,3,2,Diretor de manufatura,3,Solteiro,4033,2,Não,11,3,4,0,5,3,2,3,2,0,2
29,Não,Frequentemente,Pesquisa & Desenvolvimento,10,3,Ciências da vida,1143,4,F,3,1,Pesquisador,2,Divorciado,3291,0,Não,14,3,4,2,8,2,2,7,5,1,1
42,Não,Raramente,Pesquisa & Desenvolvimento,29,3,Medicina,1148,2,M,1,2,Técnico de laboratório,4,Solteiro,4272,4,Não,19,3,1,0,16,3,3,1,0,0,0
29,Não,Raramente,Pesquisa & Desenvolvimento,8,1,Medicina,1150,2,M,2,2,Diretor de manufatura,4,Casado,5056,1,Sim,15,3,3,1,10,2,2,10,7,1,2
38,Não,Raramente,Recursos humanos,1,3,Recursos humanos,1152,3,M,4,1,Recursos humanos,3,Casado,2844,1,Não,13,3,4,1,7,2,4,7,6,5,0
28,Não,Frequentemente,Pesquisa & Desenvolvimento,6,3,Ciências da vida,1154,3,M,2,1,Pesquisador,3,Divorciado,2703,1,Sim,14,3,4,1,3,2,3,3,1,0,2
18,Sim,Não,Pesquisa & Desenvolvimento,8,1,Medicina,1156,3,M,3,1,Técnico de laboratório,3,Solteiro,1904,1,Não,12,3,4,0,0,0,3,0,0,0,0
33,Sim,Raramente,Vendas,9,4,Marketing,1157,1,F,3,2,Executivo de vendas,1,Solteiro,8224,0,Sim,17,3,1,0,6,3,3,5,2,0,3
41,Não,Raramente,Pesquisa & Desenvolvimento,12,4,Ciências da vida,1158,2,M,3,1,Técnico de laboratório,4,Casado,4766,3,Sim,11,3,1,1,6,4,3,1,0,0,0
31,Sim,Frequentemente,Pesquisa & Desenvolvimento,15,3,Medicina,1160,3,M,3,1,Técnico de laboratório,3,Casado,2610,1,Não,12,3,3,1,2,5,2,2,2,2,2
37,Não,Raramente,Pesquisa & Desenvolvimento,25,2,Medicina,1161,3,F,2,2,Representante de saúde,4,Divorciado,5731,7,Não,13,3,3,2,9,2,3,6,2,1,3
27,Não,Raramente,Pesquisa & Desenvolvimento,6,3,Ciências da vida,1162,4,M,2,1,Pesquisador,3,Casado,2539,1,Não,13,3,3,1,4,0,3,4,2,2,2
34,Não,Raramente,Vendas,9,1,Ciências da vida,1163,2,F,3,2,Executivo de vendas,3,Casado,5714,1,Não,20,4,1,0,6,3,2,6,5,1,3
35,Não,Raramente,Recursos humanos,8,4,Curso técnico,1164,3,M,3,1,Recursos humanos,3,Solteiro,4323,1,Não,17,3,2,0,6,2,1,5,4,1,4
29,Sim,Raramente,Vendas,23,1,Ciências da vida,1165,4,F,2,3,Executivo de vendas,1,Casado,7336,1,Não,13,3,1,1,11,3,1,11,8,3,10
40,Não,Frequentemente,Pesquisa & Desenvolvimento,9,4,Medicina,1166,2,F,3,3,Diretor de pesquisa,3,Solteiro,13499,9,Não,17,3,3,0,20,3,2,18,7,2,13
42,Sim,Frequentemente,Vendas,12,3,Ciências da vida,1167,3,M,3,4,Executivo de vendas,1,Solteiro,13758,0,Sim,12,3,2,0,22,2,2,21,9,13,14
42,Não,Raramente,Vendas,4,4,Marketing,1171,2,M,3,2,Executivo de vendas,1,Solteiro,5155,7,Não,13,3,4,0,9,3,4,6,4,1,5
35,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Medicina,1172,4,M,2,1,Técnico de laboratório,3,Casado,2258,6,Não,12,3,2,1,10,2,3,8,0,1,7
24,Não,Raramente,Pesquisa & Desenvolvimento,24,3,Medicina,1173,4,M,3,1,Técnico de laboratório,2,Solteiro,3597,8,Não,22,4,4,0,6,2,3,4,3,1,2
28,Sim,Raramente,Pesquisa & Desenvolvimento,12,1,Ciências da vida,1175,3,F,3,1,Técnico de laboratório,4,Casado,2515,1,Sim,11,3,4,0,1,4,2,1,1,0,0
26,Não,Raramente,Pesquisa & Desenvolvimento,3,4,Medicina,1177,1,M,4,1,Técnico de laboratório,4,Casado,4420,1,Não,22,4,2,1,8,2,3,8,7,0,7
30,Não,Raramente,Vendas,10,3,Marketing,1179,3,M,2,2,Executivo de vendas,3,Casado,6578,1,Não,18,3,1,1,10,3,3,10,3,1,4
40,Não,Frequentemente,Pesquisa & Desenvolvimento,26,2,Medicina,1180,3,F,2,2,Pesquisador,4,Casado,4422,3,Sim,13,3,4,1,16,3,1,1,1,0,0
35,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,1182,3,M,2,3,Diretor de manufatura,2,Divorciado,10274,2,Não,18,3,2,1,15,2,4,7,7,6,4
34,Não,Frequentemente,Pesquisa & Desenvolvimento,1,3,Medicina,1184,4,M,2,2,Representante de saúde,1,Solteiro,5343,0,Não,20,4,3,0,14,3,3,13,9,4,9
35,Não,Frequentemente,Pesquisa & Desenvolvimento,4,4,Outro,1185,4,M,2,1,Técnico de laboratório,4,Casado,2376,1,Não,13,3,2,1,2,2,4,2,2,2,2
43,Sim,Raramente,Vendas,9,3,Marketing,1188,1,F,1,2,Executivo de vendas,3,Solteiro,5346,8,Não,13,3,2,0,7,2,2,4,3,1,3
32,Não,Não,Vendas,2,1,Ciências da vida,1190,3,F,3,1,Representante de vendas,1,Divorciado,2827,1,Não,12,3,3,3,1,3,3,1,0,0,0
56,Não,Raramente,Pesquisa & Desenvolvimento,4,4,Curso técnico,1191,4,F,3,5,Gerente,1,Divorciado,19943,4,Não,13,3,4,1,28,2,3,5,2,4,2
29,Não,Raramente,Pesquisa & Desenvolvimento,6,1,Medicina,1192,2,F,3,1,Técnico de laboratório,4,Casado,3131,1,Não,13,3,1,1,10,5,3,10,8,0,8
19,Não,Raramente,Pesquisa & Desenvolvimento,9,2,Ciências da vida,1193,3,M,3,1,Pesquisador,1,Solteiro,2552,1,Não,25,4,3,0,1,4,3,1,1,0,0
45,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Medicina,1195,1,F,3,1,Pesquisador,3,Casado,4477,4,Sim,19,3,3,1,7,2,2,3,2,0,2
37,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1196,4,F,2,2,Diretor de manufatura,4,Casado,6474,1,Não,13,3,2,1,14,2,2,14,8,3,11
20,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,1198,1,M,2,1,Técnico de laboratório,3,Solteiro,3033,1,Não,12,3,1,0,2,2,2,2,2,1,2
44,Sim,Raramente,Pesquisa & Desenvolvimento,10,4,Ciências da vida,1200,3,M,3,1,Pesquisador,3,Solteiro,2936,1,Sim,11,3,3,0,6,4,3,6,4,0,2
53,Não,Raramente,Pesquisa & Desenvolvimento,7,2,Medicina,1201,4,F,3,5,Gerente,3,Divorciado,18606,3,Não,18,3,2,1,26,6,3,7,7,4,7
29,Não,Raramente,Pesquisa & Desenvolvimento,15,1,Ciências da vida,1202,2,F,1,1,Pesquisador,4,Casado,2168,0,Sim,18,3,1,1,6,2,2,5,4,1,3
22,Sim,Frequentemente,Pesquisa & Desenvolvimento,3,4,Ciências da vida,1203,3,M,2,1,Pesquisador,4,Casado,2853,0,Sim,11,3,2,1,1,5,3,0,0,0,0
46,Não,Raramente,Vendas,2,3,Marketing,1204,3,F,3,4,Gerente,1,Casado,17048,8,Não,23,4,1,0,28,2,3,26,15,15,9
44,Não,Não,Pesquisa & Desenvolvimento,17,3,Ciências da vida,1206,4,M,1,1,Pesquisador,3,Solteiro,2290,2,Não,13,3,4,0,6,3,3,0,0,0,0
33,Não,Raramente,Recursos humanos,2,3,Recursos humanos,1207,2,M,3,1,Recursos humanos,3,Casado,3600,1,Não,13,3,4,1,5,2,3,5,4,1,4
41,Sim,Não,Pesquisa & Desenvolvimento,5,2,Ciências da vida,1210,1,M,2,1,Pesquisador,1,Divorciado,2107,6,Não,17,3,1,1,5,2,1,1,0,0,0
30,Não,Raramente,Vendas,29,4,Ciências da vida,1211,3,M,3,2,Executivo de vendas,1,Divorciado,4115,8,Não,19,3,3,3,8,3,3,4,3,0,3
40,Não,Frequentemente,Vendas,2,4,Medicina,1212,2,M,3,2,Executivo de vendas,2,Casado,4327,5,Não,12,3,4,3,5,2,3,0,0,0,0
50,Não,Frequentemente,Pesquisa & Desenvolvimento,2,3,Medicina,1215,4,F,3,4,Gerente,1,Casado,17856,2,Não,22,4,3,1,32,3,3,2,2,2,2
